claim_text,source,link
Claim: David Ndii has been appointed to a public position without proper vetting.,AfricaCheck,https://africacheck.org/63197
Fake image claims David Ndii supports unconstitutional laws.,AfricaCheck,https://africacheck.org/61544
Claim: Ndindi Nyoro has been appointed to a public position without proper vetting.,AfricaCheck,https://africacheck.org/40653
Viral tweet falsely claims Gachagua is stepping down from office.,PesaCheck,https://pesacheck.org/84754
Claim circulating that David Ndii cancelled HELB loans permanently.,AfricaCheck,https://africacheck.org/57404
Rumor that William Ruto is behind tribal clashes in rural areas.,AfricaCheck,https://africacheck.org/43388
Claim: Musalia Mudavadi has been appointed to a public position without proper vetting.,AfricaCheck,https://africacheck.org/66555
Social media post states Gachagua funds opposition campaigns.,AfricaCheck,https://africacheck.org/89253
Social media post states Martha Karua funds opposition campaigns.,AfricaCheck,https://africacheck.org/55061
Rumor that William Ruto is behind tribal clashes in rural areas.,AfricaCheck,https://africacheck.org/31925
Social media post states Ndindi Nyoro funds opposition campaigns.,PesaCheck,https://pesacheck.org/32143
Viral tweet falsely claims Gachagua is stepping down from office.,AfricaCheck,https://africacheck.org/25397
Rumor that Raila Odinga is behind tribal clashes in rural areas.,PesaCheck,https://pesacheck.org/43518
Claim circulating that Martha Karua cancelled HELB loans permanently.,PesaCheck,https://pesacheck.org/55026
Fake image claims David Ndii supports unconstitutional laws.,AfricaCheck,https://africacheck.org/98277
Misinformation that Uhuru Kenyatta has abolished taxes on essentials.,PesaCheck,https://pesacheck.org/79966
Anonymous blog post links Ndindi Nyoro to a foreign interference scandal.,PesaCheck,https://pesacheck.org/91628
Viral tweet falsely claims Gachagua is stepping down from office.,PesaCheck,https://pesacheck.org/50781
Anonymous blog post links Raila Odinga to a foreign interference scandal.,AfricaCheck,https://africacheck.org/44559
Social media post states Martha Karua funds opposition campaigns.,AfricaCheck,https://africacheck.org/41381
Rumor that Uhuru Kenyatta is behind tribal clashes in rural areas.,AfricaCheck,https://africacheck.org/34465
Claim: Kalonzo Musyoka has been appointed to a public position without proper vetting.,AfricaCheck,https://africacheck.org/79681
Social media post states Martha Karua funds opposition campaigns.,PesaCheck,https://pesacheck.org/44175
Claim: Martha Karua has been appointed to a public position without proper vetting.,PesaCheck,https://pesacheck.org/20164
Fake image claims Raila Odinga supports unconstitutional laws.,AfricaCheck,https://africacheck.org/63171
Fake image claims William Ruto supports unconstitutional laws.,AfricaCheck,https://africacheck.org/58469
Claim circulating that Ndindi Nyoro cancelled HELB loans permanently.,AfricaCheck,https://africacheck.org/75454
False statement that Kalonzo Musyoka introduced a 40% tax on mobile money.,AfricaCheck,https://africacheck.org/86916
Fake image claims Musalia Mudavadi supports unconstitutional laws.,PesaCheck,https://pesacheck.org/57250
Claim circulating that Martha Karua cancelled HELB loans permanently.,AfricaCheck,https://africacheck.org/83966
Rumor that Ndindi Nyoro is behind tribal clashes in rural areas.,AfricaCheck,https://africacheck.org/60680
Hoax report says Rigathi Gachagua rejected the election results.,AfricaCheck,https://africacheck.org/18333
Social media post states Gachagua funds opposition campaigns.,AfricaCheck,https://africacheck.org/26577
Viral tweet falsely claims Raila Odinga is stepping down from office.,AfricaCheck,https://africacheck.org/47427
Claim: Kalonzo Musyoka has been appointed to a public position without proper vetting.,PesaCheck,https://pesacheck.org/85063
Anonymous blog post links Kalonzo Musyoka to a foreign interference scandal.,AfricaCheck,https://africacheck.org/76590
Fake image claims Raila Odinga supports unconstitutional laws.,PesaCheck,https://pesacheck.org/62310
Viral tweet falsely claims Rigathi Gachagua is stepping down from office.,AfricaCheck,https://africacheck.org/58655
Claim circulating that Rigathi Gachagua cancelled HELB loans permanently.,AfricaCheck,https://africacheck.org/49595
Viral tweet falsely claims Ndindi Nyoro is stepping down from office.,PesaCheck,https://pesacheck.org/41395
False statement that William Ruto introduced a 40% tax on mobile money.,AfricaCheck,https://africacheck.org/27918
Fake image claims Martha Karua supports unconstitutional laws.,PesaCheck,https://pesacheck.org/44825
Claim circulating that Uhuru Kenyatta cancelled HELB loans permanently.,PesaCheck,https://pesacheck.org/47475
Rumor that William Ruto is behind tribal clashes in rural areas.,PesaCheck,https://pesacheck.org/42481
Claim circulating that Uhuru Kenyatta cancelled HELB loans permanently.,PesaCheck,https://pesacheck.org/49452
Rumor that Kalonzo Musyoka is behind tribal clashes in rural areas.,PesaCheck,https://pesacheck.org/17318
Anonymous blog post links Ndindi Nyoro to a foreign interference scandal.,AfricaCheck,https://africacheck.org/38837
Social media post states Ndindi Nyoro funds opposition campaigns.,PesaCheck,https://pesacheck.org/99216
Claim: William Ruto has been appointed to a public position without proper vetting.,PesaCheck,https://pesacheck.org/74970
Fake image claims David Ndii supports unconstitutional laws.,PesaCheck,https://pesacheck.org/28623
Misinformation that Raila Odinga has abolished taxes on essentials.,AfricaCheck,https://africacheck.org/81956
Misinformation that Ndindi Nyoro has abolished taxes on essentials.,AfricaCheck,https://africacheck.org/51724
Social media post states Uhuru Kenyatta funds opposition campaigns.,AfricaCheck,https://africacheck.org/96237
Viral tweet falsely claims Musalia Mudavadi is stepping down from office.,AfricaCheck,https://africacheck.org/76255
Rumor that Ndindi Nyoro is behind tribal clashes in rural areas.,AfricaCheck,https://africacheck.org/99165
Claim: Ndindi Nyoro has been appointed to a public position without proper vetting.,PesaCheck,https://pesacheck.org/75171
Viral tweet falsely claims Martha Karua is stepping down from office.,PesaCheck,https://pesacheck.org/79341
Fake image claims Gachagua supports unconstitutional laws.,PesaCheck,https://pesacheck.org/39171
False statement that Ndindi Nyoro introduced a 40% tax on mobile money.,AfricaCheck,https://africacheck.org/27308
Claim circulating that Rigathi Gachagua cancelled HELB loans permanently.,AfricaCheck,https://africacheck.org/99386
Claim circulating that Kalonzo Musyoka cancelled HELB loans permanently.,PesaCheck,https://pesacheck.org/35556
Claim: Ndindi Nyoro has been appointed to a public position without proper vetting.,PesaCheck,https://pesacheck.org/46524
Claim: William Ruto has been appointed to a public position without proper vetting.,AfricaCheck,https://africacheck.org/29988
Hoax report says Ndindi Nyoro rejected the election results.,PesaCheck,https://pesacheck.org/13222
Fake image claims Kalonzo Musyoka supports unconstitutional laws.,PesaCheck,https://pesacheck.org/14766
Viral tweet falsely claims William Ruto is stepping down from office.,AfricaCheck,https://africacheck.org/99445
Viral tweet falsely claims Uhuru Kenyatta is stepping down from office.,PesaCheck,https://pesacheck.org/50525
Fake image claims Uhuru Kenyatta supports unconstitutional laws.,AfricaCheck,https://africacheck.org/96844
Misinformation that Martha Karua has abolished taxes on essentials.,AfricaCheck,https://africacheck.org/13469
Rumor that Rigathi Gachagua is behind tribal clashes in rural areas.,PesaCheck,https://pesacheck.org/85191
Social media post states Raila Odinga funds opposition campaigns.,AfricaCheck,https://africacheck.org/79348
False statement that Raila Odinga introduced a 40% tax on mobile money.,PesaCheck,https://pesacheck.org/14598
Misinformation that Martha Karua has abolished taxes on essentials.,PesaCheck,https://pesacheck.org/59556
Fake image claims Rigathi Gachagua supports unconstitutional laws.,AfricaCheck,https://africacheck.org/30207
Claim circulating that David Ndii cancelled HELB loans permanently.,PesaCheck,https://pesacheck.org/13511
Viral tweet falsely claims Rigathi Gachagua is stepping down from office.,AfricaCheck,https://africacheck.org/42260
Viral tweet falsely claims Kalonzo Musyoka is stepping down from office.,AfricaCheck,https://africacheck.org/90657
Social media post states Kalonzo Musyoka funds opposition campaigns.,PesaCheck,https://pesacheck.org/29445
Viral tweet falsely claims Uhuru Kenyatta is stepping down from office.,AfricaCheck,https://africacheck.org/39732
Social media post states Rigathi Gachagua funds opposition campaigns.,PesaCheck,https://pesacheck.org/10186
Fake image claims Musalia Mudavadi supports unconstitutional laws.,AfricaCheck,https://africacheck.org/39105
Social media post states Kalonzo Musyoka funds opposition campaigns.,PesaCheck,https://pesacheck.org/39705
Claim circulating that Gachagua cancelled HELB loans permanently.,PesaCheck,https://pesacheck.org/76489
Claim: Kalonzo Musyoka has been appointed to a public position without proper vetting.,AfricaCheck,https://africacheck.org/62048
Claim: Raila Odinga has been appointed to a public position without proper vetting.,AfricaCheck,https://africacheck.org/15971
Viral tweet falsely claims David Ndii is stepping down from office.,AfricaCheck,https://africacheck.org/89578
Misinformation that Ndindi Nyoro has abolished taxes on essentials.,PesaCheck,https://pesacheck.org/36201
Claim: Gachagua has been appointed to a public position without proper vetting.,PesaCheck,https://pesacheck.org/11855
Misinformation that Ndindi Nyoro has abolished taxes on essentials.,PesaCheck,https://pesacheck.org/61960
Fake image claims Raila Odinga supports unconstitutional laws.,PesaCheck,https://pesacheck.org/83174
Viral tweet falsely claims David Ndii is stepping down from office.,PesaCheck,https://pesacheck.org/74617
Rumor that Gachagua is behind tribal clashes in rural areas.,AfricaCheck,https://africacheck.org/62761
Social media post states Ndindi Nyoro funds opposition campaigns.,AfricaCheck,https://africacheck.org/68014
Viral tweet falsely claims Musalia Mudavadi is stepping down from office.,PesaCheck,https://pesacheck.org/37501
Viral tweet falsely claims Martha Karua is stepping down from office.,PesaCheck,https://pesacheck.org/31153
Claim: David Ndii has been appointed to a public position without proper vetting.,PesaCheck,https://pesacheck.org/89616
Rumor that Musalia Mudavadi is behind tribal clashes in rural areas.,PesaCheck,https://pesacheck.org/55364
Anonymous blog post links David Ndii to a foreign interference scandal.,PesaCheck,https://pesacheck.org/97163
Viral tweet falsely claims Uhuru Kenyatta is stepping down from office.,AfricaCheck,https://africacheck.org/63087
Claim circulating that William Ruto cancelled HELB loans permanently.,PesaCheck,https://pesacheck.org/90993
Social media post states Kalonzo Musyoka funds opposition campaigns.,AfricaCheck,https://africacheck.org/95994
Claim circulating that William Ruto cancelled HELB loans permanently.,PesaCheck,https://pesacheck.org/93287
Social media post states Ndindi Nyoro funds opposition campaigns.,PesaCheck,https://pesacheck.org/94902
Hoax report says Raila Odinga rejected the election results.,PesaCheck,https://pesacheck.org/45593
False statement that Gachagua introduced a 40% tax on mobile money.,AfricaCheck,https://africacheck.org/23702
Claim: Martha Karua has been appointed to a public position without proper vetting.,AfricaCheck,https://africacheck.org/97687
Social media post states Kalonzo Musyoka funds opposition campaigns.,AfricaCheck,https://africacheck.org/25994
Fake image claims David Ndii supports unconstitutional laws.,PesaCheck,https://pesacheck.org/11776
Social media post states Raila Odinga funds opposition campaigns.,AfricaCheck,https://africacheck.org/32874
Claim: Gachagua has been appointed to a public position without proper vetting.,AfricaCheck,https://africacheck.org/97027
Social media post states Gachagua funds opposition campaigns.,AfricaCheck,https://africacheck.org/96094
Claim circulating that Kalonzo Musyoka cancelled HELB loans permanently.,PesaCheck,https://pesacheck.org/51134
